path,file_kind,language,confidence,evidence,errors
/usr/bin/b2sum,elf,C,0.451,"heuristic:ELF executable/library with no stronger language markers (via python); magic:ELF (via python); elf_section:sections: ['.bss', '.data', '.data.rel.ro', '.dynamic', '.eh_frame', '.eh_frame_hdr', '.fini', '.fini_array', '.gnu_debugaltlink', '.gnu_debuglink', '.got', '.got.plt']... (via readelf); elf_needed:DT_NEEDED: ['libc.so.6'] (via readelf); elf_symbol:nm -D symbols: 74 (via nm)",
/usr/bin/base32,elf,C,0.451,"heuristic:ELF executable/library with no stronger language markers (via python); magic:ELF (via python); elf_section:sections: ['.bss', '.data', '.data.rel.ro', '.dynamic', '.eh_frame', '.eh_frame_hdr', '.fini', '.fini_array', '.gnu_debugaltlink', '.gnu_debuglink', '.got', '.got.plt']... (via readelf); elf_needed:DT_NEEDED: ['libc.so.6'] (via readelf); elf_symbol:nm -D symbols: 66 (via nm)",
/usr/bin/base64,elf,C,0.451,"heuristic:ELF executable/library with no stronger language markers (via python); magic:ELF (via python); elf_section:sections: ['.bss', '.data', '.data.rel.ro', '.dynamic', '.eh_frame', '.eh_frame_hdr', '.fini', '.fini_array', '.gnu_debugaltlink', '.gnu_debuglink', '.got', '.got.plt']... (via readelf); elf_needed:DT_NEEDED: ['libc.so.6'] (via readelf); elf_symbol:nm -D symbols: 66 (via nm)",
/usr/bin/basename,elf,C,0.451,"heuristic:ELF executable/library with no stronger language markers (via python); magic:ELF (via python); elf_section:sections: ['.bss', '.data', '.data.rel.ro', '.dynamic', '.eh_frame', '.eh_frame_hdr', '.fini', '.fini_array', '.gnu_debugaltlink', '.gnu_debuglink', '.got', '.got.plt']... (via readelf); elf_needed:DT_NEEDED: ['libc.so.6'] (via readelf); elf_symbol:nm -D symbols: 56 (via nm)",
/usr/bin/basenc,elf,C,0.451,"heuristic:ELF executable/library with no stronger language markers (via python); magic:ELF (via python); elf_section:sections: ['.bss', '.data', '.data.rel.ro', '.dynamic', '.eh_frame', '.eh_frame_hdr', '.fini', '.fini_array', '.gnu_debugaltlink', '.gnu_debuglink', '.got', '.got.plt']... (via readelf); elf_needed:DT_NEEDED: ['libc.so.6'] (via readelf); elf_symbol:nm -D symbols: 66 (via nm)",
/usr/bin/bash,elf,C,0.451,"heuristic:ELF executable/library with no stronger language markers (via python); magic:ELF (via python); elf_section:sections: ['.bss', '.data', '.data.rel.ro', '.dynamic', '.eh_frame', '.eh_frame_hdr', '.fini', '.fini_array', '.gnu_debuglink', '.got', '.init', '.init_array']... (via readelf); elf_needed:DT_NEEDED: ['libc.so.6', 'libtinfo.so.6'] (via readelf); elf_symbol:nm -D symbols: 2574 (via nm)",
/usr/bin/bashbug,script,Shell,0.990,shebang:/bin/sh - (via python),
/usr/bin/cat,elf,C,0.451,"heuristic:ELF executable/library with no stronger language markers (via python); magic:ELF (via python); elf_section:sections: ['.bss', '.data', '.data.rel.ro', '.dynamic', '.eh_frame', '.eh_frame_hdr', '.fini', '.fini_array', '.gnu_debugaltlink', '.gnu_debuglink', '.got', '.got.plt']... (via readelf); elf_needed:DT_NEEDED: ['libc.so.6'] (via readelf); elf_symbol:nm -D symbols: 66 (via nm)",
/usr/bin/chage,elf,C,0.451,"heuristic:ELF executable/library with no stronger language markers (via python); magic:ELF (via python); elf_section:sections: ['.bss', '.data', '.data.rel.ro', '.dynamic', '.eh_frame', '.eh_frame_hdr', '.fini', '.fini_array', '.gnu_debugaltlink', '.gnu_debuglink', '.got', '.init']... (via readelf); elf_needed:DT_NEEDED: ['libaudit.so.1', 'libc.so.6', 'libselinux.so.1'] (via readelf); elf_symbol:nm -D symbols: 131 (via nm)",
/usr/bin/chattr,elf,C,0.451,"heuristic:ELF executable/library with no stronger language markers (via python); magic:ELF (via python); elf_section:sections: ['.bss', '.data', '.dynamic', '.eh_frame', '.eh_frame_hdr', '.fini', '.fini_array', '.gnu_debugaltlink', '.gnu_debuglink', '.got', '.init', '.init_array']... (via readelf); elf_needed:DT_NEEDED: ['libc.so.6', 'libcom_err.so.2', 'libe2p.so.2'] (via readelf); elf_symbol:nm -D symbols: 35 (via nm)",
/usr/bin/chcon,elf,C,0.451,"heuristic:ELF executable/library with no stronger language markers (via python); magic:ELF (via python); elf_section:sections: ['.bss', '.data', '.data.rel.ro', '.dynamic', '.eh_frame', '.eh_frame_hdr', '.fini', '.fini_array', '.gnu_debugaltlink', '.gnu_debuglink', '.got', '.got.plt']... (via readelf); elf_needed:DT_NEEDED: ['libc.so.6', 'libselinux.so.1'] (via readelf); elf_symbol:nm -D symbols: 94 (via nm)",
/usr/bin/chfn,elf,C,0.451,"heuristic:ELF executable/library with no stronger language markers (via python); magic:ELF (via python); elf_section:sections: ['.bss', '.data', '.data.rel.ro', '.dynamic', '.eh_frame', '.eh_frame_hdr', '.fini', '.fini_array', '.gnu_debugaltlink', '.gnu_debuglink', '.got', '.init']... (via readelf); elf_needed:DT_NEEDED: ['libaudit.so.1', 'libc.so.6', 'libpam.so.0', 'libpam_misc.so.0', 'libselinux.so.1'] (via readelf); elf_symbol:nm -D symbols: 134 (via nm)",
/usr/bin/chgrp,elf,C,0.451,"heuristic:ELF executable/library with no stronger language markers (via python); magic:ELF (via python); elf_section:sections: ['.bss', '.data', '.data.rel.ro', '.dynamic', '.eh_frame', '.eh_frame_hdr', '.fini', '.fini_array', '.gnu_debugaltlink', '.gnu_debuglink', '.got', '.got.plt']... (via readelf); elf_needed:DT_NEEDED: ['libc.so.6'] (via readelf); elf_symbol:nm -D symbols: 83 (via nm)",
/usr/bin/chmod,elf,C,0.451,"heuristic:ELF executable/library with no stronger language markers (via python); magic:ELF (via python); elf_section:sections: ['.bss', '.data', '.data.rel.ro', '.dynamic', '.eh_frame', '.eh_frame_hdr', '.fini', '.fini_array', '.gnu_debugaltlink', '.gnu_debuglink', '.got', '.got.plt']... (via readelf); elf_needed:DT_NEEDED: ['libc.so.6'] (via readelf); elf_symbol:nm -D symbols: 74 (via nm)",
/usr/bin/choom,elf,C,0.451,"heuristic:ELF executable/library with no stronger language markers (via python); magic:ELF (via python); elf_section:sections: ['.bss', '.data', '.data.rel.ro', '.dynamic', '.eh_frame', '.eh_frame_hdr', '.fini', '.fini_array', '.gnu_debugaltlink', '.gnu_debuglink', '.got', '.init']... (via readelf); elf_needed:DT_NEEDED: ['libc.so.6'] (via readelf); elf_symbol:nm -D symbols: 106 (via nm)",
/usr/bin/chown,elf,C,0.451,"heuristic:ELF executable/library with no stronger language markers (via python); magic:ELF (via python); elf_section:sections: ['.bss', '.data', '.data.rel.ro', '.dynamic', '.eh_frame', '.eh_frame_hdr', '.fini', '.fini_array', '.gnu_debugaltlink', '.gnu_debuglink', '.got', '.got.plt']... (via readelf); elf_needed:DT_NEEDED: ['libc.so.6'] (via readelf); elf_symbol:nm -D symbols: 85 (via nm)",
/usr/bin/chrt,elf,C,0.451,"heuristic:ELF executable/library with no stronger language markers (via python); magic:ELF (via python); elf_section:sections: ['.bss', '.data', '.data.rel.ro', '.dynamic', '.eh_frame', '.eh_frame_hdr', '.fini', '.fini_array', '.gnu_debugaltlink', '.gnu_debuglink', '.got', '.init']... (via readelf); elf_needed:DT_NEEDED: ['libc.so.6'] (via readelf); elf_symbol:nm -D symbols: 115 (via nm)",
/usr/bin/chsh,elf,C,0.451,"heuristic:ELF executable/library with no stronger language markers (via python); magic:ELF (via python); elf_section:sections: ['.bss', '.data', '.data.rel.ro', '.dynamic', '.eh_frame', '.eh_frame_hdr', '.fini', '.fini_array', '.gnu_debugaltlink', '.gnu_debuglink', '.got', '.init']... (via readelf); elf_needed:DT_NEEDED: ['libaudit.so.1', 'libc.so.6', 'libpam.so.0', 'libpam_misc.so.0', 'libselinux.so.1'] (via readelf); elf_symbol:nm -D symbols: 131 (via nm)",
/usr/bin/cksum,elf,C,0.451,"heuristic:ELF executable/library with no stronger language markers (via python); magic:ELF (via python); elf_section:sections: ['.bss', '.data', '.data.rel.ro', '.dynamic', '.eh_frame', '.eh_frame_hdr', '.fini', '.fini_array', '.gnu_debugaltlink', '.gnu_debuglink', '.got', '.got.plt']... (via readelf); elf_needed:DT_NEEDED: ['libc.so.6'] (via readelf); elf_symbol:nm -D symbols: 80 (via nm)",
/usr/bin/clear,elf,C,0.451,"heuristic:ELF executable/library with no stronger language markers (via python); magic:ELF (via python); elf_section:sections: ['.bss', '.data', '.dynamic', '.eh_frame', '.eh_frame_hdr', '.fini', '.fini_array', '.gnu_debugaltlink', '.gnu_debuglink', '.got', '.init', '.init_array']... (via readelf); elf_needed:DT_NEEDED: ['libc.so.6', 'libtinfo.so.6'] (via readelf); elf_symbol:nm -D symbols: 32 (via nm)",
/usr/bin/clear_console,elf,C,0.451,"heuristic:ELF executable/library with no stronger language markers (via python); magic:ELF (via python); elf_section:sections: ['.bss', '.data', '.data.rel.ro', '.dynamic', '.eh_frame', '.eh_frame_hdr', '.fini', '.fini_array', '.gnu_debuglink', '.got', '.init', '.init_array']... (via readelf); elf_needed:DT_NEEDED: ['libc.so.6', 'libtinfo.so.6'] (via readelf); elf_symbol:nm -D symbols: 29 (via nm)",
/usr/bin/cmp,elf,C,0.451,"heuristic:ELF executable/library with no stronger language markers (via python); magic:ELF (via python); elf_section:sections: ['.bss', '.data', '.data.rel.ro', '.dynamic', '.eh_frame', '.eh_frame_hdr', '.fini', '.fini_array', '.gnu_debugaltlink', '.gnu_debuglink', '.got', '.got.plt']... (via readelf); elf_needed:DT_NEEDED: ['libc.so.6'] (via readelf); elf_symbol:nm -D symbols: 84 (via nm)",
/usr/bin/comm,elf,C,0.451,"heuristic:ELF executable/library with no stronger language markers (via python); magic:ELF (via python); elf_section:sections: ['.bss', '.data', '.data.rel.ro', '.dynamic', '.eh_frame', '.eh_frame_hdr', '.fini', '.fini_array', '.gnu_debugaltlink', '.gnu_debuglink', '.got', '.got.plt']... (via readelf); elf_needed:DT_NEEDED: ['libc.so.6'] (via readelf); elf_symbol:nm -D symbols: 64 (via nm)",
/usr/bin/cp,elf,C,0.451,"heuristic:ELF executable/library with no stronger language markers (via python); magic:ELF (via python); elf_section:sections: ['.bss', '.data', '.data.rel.ro', '.dynamic', '.eh_frame', '.eh_frame_hdr', '.fini', '.fini_array', '.gnu_debugaltlink', '.gnu_debuglink', '.got', '.got.plt']... (via readelf); elf_needed:DT_NEEDED: ['libacl.so.1', 'libattr.so.1', 'libc.so.6', 'libselinux.so.1'] (via readelf); elf_symbol:nm -D symbols: 154 (via nm)",
/usr/bin/csplit,elf,C,0.451,"heuristic:ELF executable/library with no stronger language markers (via python); magic:ELF (via python); elf_section:sections: ['.bss', '.data', '.data.rel.ro', '.dynamic', '.eh_frame', '.eh_frame_hdr', '.fini', '.fini_array', '.gnu_debugaltlink', '.gnu_debuglink', '.got', '.got.plt']... (via readelf); elf_needed:DT_NEEDED: ['libc.so.6'] (via readelf); elf_symbol:nm -D symbols: 94 (via nm)",
/usr/bin/cut,elf,C,0.451,"heuristic:ELF executable/library with no stronger language markers (via python); magic:ELF (via python); elf_section:sections: ['.bss', '.data', '.data.rel.ro', '.dynamic', '.eh_frame', '.eh_frame_hdr', '.fini', '.fini_array', '.gnu_debugaltlink', '.gnu_debuglink', '.got', '.got.plt']... (via readelf); elf_needed:DT_NEEDED: ['libc.so.6'] (via readelf); elf_symbol:nm -D symbols: 71 (via nm)",
/usr/bin/dash,elf,C,0.451,"heuristic:ELF executable/library with no stronger language markers (via python); magic:ELF (via python); elf_section:sections: ['.bss', '.data', '.data.rel.ro', '.dynamic', '.eh_frame', '.eh_frame_hdr', '.fini', '.fini_array', '.gnu_debuglink', '.got', '.init', '.init_array']... (via readelf); elf_needed:DT_NEEDED: ['libc.so.6'] (via readelf); elf_symbol:nm -D symbols: 104 (via nm)",
/usr/bin/date,elf,C,0.451,"heuristic:ELF executable/library with no stronger language markers (via python); magic:ELF (via python); elf_section:sections: ['.bss', '.data', '.data.rel.ro', '.dynamic', '.eh_frame', '.eh_frame_hdr', '.fini', '.fini_array', '.gnu_debugaltlink', '.gnu_debuglink', '.got', '.got.plt']... (via readelf); elf_needed:DT_NEEDED: ['libc.so.6'] (via readelf); elf_symbol:nm -D symbols: 82 (via nm)",
/usr/bin/dd,elf,C,0.451,"heuristic:ELF executable/library with no stronger language markers (via python); magic:ELF (via python); elf_section:sections: ['.bss', '.data', '.data.rel.ro', '.dynamic', '.eh_frame', '.eh_frame_hdr', '.fini', '.fini_array', '.gnu_debugaltlink', '.gnu_debuglink', '.got', '.got.plt']... (via readelf); elf_needed:DT_NEEDED: ['libc.so.6'] (via readelf); elf_symbol:nm -D symbols: 89 (via nm)",
/usr/bin/deb-systemd-helper,script,Perl,0.990,shebang:/usr/bin/perl (via python),
/usr/bin/deb-systemd-invoke,script,Perl,0.990,shebang:/usr/bin/perl (via python),
/usr/bin/debconf,script,Perl,0.990,shebang:/usr/bin/perl -w (via python),
/usr/bin/debconf-apt-progress,script,Perl,0.990,shebang:/usr/bin/perl -w (via python),
/usr/bin/debconf-communicate,script,Perl,0.990,shebang:/usr/bin/perl -w (via python),
/usr/bin/debconf-copydb,script,Perl,0.990,shebang:/usr/bin/perl -w (via python),
/usr/bin/debconf-escape,script,Perl,0.990,shebang:/usr/bin/perl -w (via python),
/usr/bin/debconf-set-selections,script,Perl,0.990,shebang:/usr/bin/perl (via python),
/usr/bin/debconf-show,script,Perl,0.990,shebang:/usr/bin/perl (via python),
/usr/bin/delpart,elf,C,0.451,"heuristic:ELF executable/library with no stronger language markers (via python); magic:ELF (via python); elf_section:sections: ['.bss', '.data', '.data.rel.ro', '.dynamic', '.eh_frame', '.eh_frame_hdr', '.fini', '.fini_array', '.gnu_debugaltlink', '.gnu_debuglink', '.got', '.init']... (via readelf); elf_needed:DT_NEEDED: ['libc.so.6'] (via readelf); elf_symbol:nm -D symbols: 50 (via nm)",
/usr/bin/df,elf,C,0.451,"heuristic:ELF executable/library with no stronger language markers (via python); magic:ELF (via python); elf_section:sections: ['.bss', '.data', '.data.rel.ro', '.dynamic', '.eh_frame', '.eh_frame_hdr', '.fini', '.fini_array', '.gnu_debugaltlink', '.gnu_debuglink', '.got', '.got.plt']... (via readelf); elf_needed:DT_NEEDED: ['libc.so.6'] (via readelf); elf_symbol:nm -D symbols: 102 (via nm)",
/usr/bin/diff,elf,C,0.451,"heuristic:ELF executable/library with no stronger language markers (via python); magic:ELF (via python); elf_section:sections: ['.bss', '.data', '.data.rel.ro', '.dynamic', '.eh_frame', '.eh_frame_hdr', '.fini', '.fini_array', '.gnu_debugaltlink', '.gnu_debuglink', '.got', '.got.plt']... (via readelf); elf_needed:DT_NEEDED: ['libc.so.6'] (via readelf); elf_symbol:nm -D symbols: 135 (via nm)",
/usr/bin/diff3,elf,C,0.451,"heuristic:ELF executable/library with no stronger language markers (via python); magic:ELF (via python); elf_section:sections: ['.bss', '.data', '.data.rel.ro', '.dynamic', '.eh_frame', '.eh_frame_hdr', '.fini', '.fini_array', '.gnu_debugaltlink', '.gnu_debuglink', '.got', '.got.plt']... (via readelf); elf_needed:DT_NEEDED: ['libc.so.6'] (via readelf); elf_symbol:nm -D symbols: 93 (via nm)",
/usr/bin/dir,elf,C,0.451,"heuristic:ELF executable/library with no stronger language markers (via python); magic:ELF (via python); elf_section:sections: ['.bss', '.data', '.data.rel.ro', '.dynamic', '.eh_frame', '.eh_frame_hdr', '.fini', '.fini_array', '.gnu_debugaltlink', '.gnu_debuglink', '.got', '.got.plt']... (via readelf); elf_needed:DT_NEEDED: ['libc.so.6', 'libselinux.so.1'] (via readelf); elf_symbol:nm -D symbols: 126 (via nm)",
/usr/bin/dircolors,elf,C,0.451,"heuristic:ELF executable/library with no stronger language markers (via python); magic:ELF (via python); elf_section:sections: ['.bss', '.data', '.data.rel.ro', '.dynamic', '.eh_frame', '.eh_frame_hdr', '.fini', '.fini_array', '.gnu_debugaltlink', '.gnu_debuglink', '.got', '.got.plt']... (via readelf); elf_needed:DT_NEEDED: ['libc.so.6'] (via readelf); elf_symbol:nm -D symbols: 71 (via nm)",
/usr/bin/dirname,elf,C,0.451,"heuristic:ELF executable/library with no stronger language markers (via python); magic:ELF (via python); elf_section:sections: ['.bss', '.data', '.data.rel.ro', '.dynamic', '.eh_frame', '.eh_frame_hdr', '.fini', '.fini_array', '.gnu_debugaltlink', '.gnu_debuglink', '.got', '.got.plt']... (via readelf); elf_needed:DT_NEEDED: ['libc.so.6'] (via readelf); elf_symbol:nm -D symbols: 56 (via nm)",
/usr/bin/dmesg,elf,C,0.451,"heuristic:ELF executable/library with no stronger language markers (via python); magic:ELF (via python); elf_section:sections: ['.bss', '.data', '.data.rel.ro', '.dynamic', '.eh_frame', '.eh_frame_hdr', '.fini', '.fini_array', '.gnu_debugaltlink', '.gnu_debuglink', '.got', '.init']... (via readelf); elf_needed:DT_NEEDED: ['libc.so.6', 'libtinfo.so.6'] (via readelf); elf_symbol:nm -D symbols: 124 (via nm)",
/usr/bin/dpkg,elf,C,0.451,"heuristic:ELF executable/library with no stronger language markers (via python); magic:ELF (via python); elf_section:sections: ['.bss', '.data', '.data.rel.ro', '.dynamic', '.eh_frame', '.eh_frame_hdr', '.fini', '.fini_array', '.gnu_debugaltlink', '.gnu_debuglink', '.got', '.init']... (via readelf); elf_needed:DT_NEEDED: ['libc.so.6', 'libmd.so.0', 'libselinux.so.1'] (via readelf); elf_symbol:nm -D symbols: 163 (via nm)",
/usr/bin/dpkg-deb,elf,C,0.451,"heuristic:ELF executable/library with no stronger language markers (via python); magic:ELF (via python); elf_section:sections: ['.bss', '.data', '.data.rel.ro', '.dynamic', '.eh_frame', '.eh_frame_hdr', '.fini', '.fini_array', '.gnu_debugaltlink', '.gnu_debuglink', '.got', '.init']... (via readelf); elf_needed:DT_NEEDED: ['libbz2.so.1.0', 'libc.so.6', 'liblzma.so.5', 'libmd.so.0', 'libz.so.1', 'libzstd.so.1'] (via readelf); elf_symbol:nm -D symbols: 157 (via nm)",
/usr/bin/dpkg-divert,elf,C,0.451,"heuristic:ELF executable/library with no stronger language markers (via python); magic:ELF (via python); elf_section:sections: ['.bss', '.data', '.data.rel.ro', '.dynamic', '.eh_frame', '.eh_frame_hdr', '.fini', '.fini_array', '.gnu_debugaltlink', '.gnu_debuglink', '.got', '.init']... (via readelf); elf_needed:DT_NEEDED: ['libc.so.6', 'libmd.so.0'] (via readelf); elf_symbol:nm -D symbols: 121 (via nm)",
/usr/bin/dpkg-maintscript-helper,script,Shell,0.990,shebang:/bin/sh (via python),
/usr/bin/dpkg-query,elf,C,0.451,"heuristic:ELF executable/library with no stronger language markers (via python); magic:ELF (via python); elf_section:sections: ['.bss', '.data', '.data.rel.ro', '.dynamic', '.eh_frame', '.eh_frame_hdr', '.fini', '.fini_array', '.gnu_debugaltlink', '.gnu_debuglink', '.got', '.init']... (via readelf); elf_needed:DT_NEEDED: ['libc.so.6', 'libmd.so.0'] (via readelf); elf_symbol:nm -D symbols: 126 (via nm)",
/usr/bin/dpkg-realpath,script,Shell,0.990,shebang:/bin/sh (via python),
/usr/bin/dpkg-split,elf,C,0.451,"heuristic:ELF executable/library with no stronger language markers (via python); magic:ELF (via python); elf_section:sections: ['.bss', '.data', '.data.rel.ro', '.dynamic', '.eh_frame', '.eh_frame_hdr', '.fini', '.fini_array', '.gnu_debugaltlink', '.gnu_debuglink', '.got', '.init']... (via readelf); elf_needed:DT_NEEDED: ['libc.so.6', 'libmd.so.0'] (via readelf); elf_symbol:nm -D symbols: 108 (via nm)",
/usr/bin/dpkg-statoverride,elf,C,0.451,"heuristic:ELF executable/library with no stronger language markers (via python); magic:ELF (via python); elf_section:sections: ['.bss', '.data', '.data.rel.ro', '.dynamic', '.eh_frame', '.eh_frame_hdr', '.fini', '.fini_array', '.gnu_debugaltlink', '.gnu_debuglink', '.got', '.init']... (via readelf); elf_needed:DT_NEEDED: ['libc.so.6', 'libselinux.so.1'] (via readelf); elf_symbol:nm -D symbols: 102 (via nm)",
